url,url_type,last_snapshot_timestamp,last_snapshot_url_for_fetch,status_last_seen,estimated_organic_traffic,referring_domains,dofollow_referring_domains,total_backlinks,max_domain_rating,priority_score,priority_tier
https://allmedtests.com/190-urine-drug-test-detox-pills/,legacy_product,20120927063750,http://web.archive.org/web/20120927063750id_/http://allmedtests.com:80/190-urine-drug-test-detox-pills,200,unknown,0,0,0,0,,
https://allmedtests.com/191-thc-marijuana-detox-kits/,legacy_product,20120927063755,http://web.archive.org/web/20120927063755id_/http://allmedtests.com:80/191-thc-marijuana-detox-kits,200,unknown,0,0,0,0,,
https://allmedtests.com/389-alternative-detoxifying-products/,legacy_product,20120926172218,http://web.archive.org/web/20120926172218id_/http://allmedtests.com:80/389-alternative-detoxifying-products,200,unknown,0,0,0,0,,
https://allmedtests.com/45342-single-urine-drug-tests/,legacy_product,20120701000343,http://web.archive.org/web/20120701000343id_/http://allmedtests.com:80/45342-single-urine-drug-tests,200,unknown,0,0,0,0,,
https://allmedtests.com/45342/1762-cannabis-thc-marijuana-dip-strip-drug-urine-test/,legacy_product,20120704140523,http://web.archive.org/web/20120704140523id_/http://allmedtests.com:80/45342/1762-cannabis-thc-marijuana-dip-strip-drug-urine-test,200,unknown,0,0,0,0,,
https://allmedtests.com/45342/1875-cotinine-nicotine-tobacco-urine-test/,legacy_product,20120704140143,http://web.archive.org/web/20120704140143id_/http://allmedtests.com:80/45342/1875-cotinine-nicotine-tobacco-urine-test,200,unknown,0,0,0,0,,
https://allmedtests.com/45342/2164-thc-marijuana-drug-test-urine-cassette/,legacy_product,20120704140528,http://web.archive.org/web/20120704140528id_/http://allmedtests.com:80/45342/2164-thc-marijuana-drug-test-urine-cassette,200,unknown,0,0,0,0,,
https://allmedtests.com/45343-laboratory-tests-hair-saliva-urine/,legacy_product,20120701000229,http://web.archive.org/web/20120701000229id_/http://allmedtests.com:80/45343-laboratory-tests-hair-saliva-urine,200,unknown,0,0,0,0,,
https://allmedtests.com/45344-drug-testing-cups/,legacy_product,20120629093143,http://web.archive.org/web/20120629093143id_/http://allmedtests.com:80/45344-drug-testing-cups,200,unknown,0,0,0,0,,
https://allmedtests.com/45344/10374-multi-drug-testing-cup-qtest-5/,legacy_product,20120704140939,http://web.archive.org/web/20120704140939id_/http://allmedtests.com:80/45344/10374-multi-drug-testing-cup-qtest-5,200,unknown,0,0,0,0,,
https://allmedtests.com/45344/1061435-qtest-12-panel-drug-testing-cup/,legacy_product,20120704152407,http://web.archive.org/web/20120704152407id_/http://allmedtests.com:80/45344/1061435-qtest-12-panel-drug-testing-cup,200,unknown,0,0,0,0,,
https://allmedtests.com/45344/1064184-14-panel-drug-test-cup-t-cup/,legacy_product,20120629093148,http://web.archive.org/web/20120629093148id_/http://allmedtests.com:80/45344/1064184-14-panel-drug-test-cup-t-cup,200,unknown,0,0,0,0,,
https://allmedtests.com/45344/1064213-k-cup-drug-testing-cup-5-panel/,legacy_product,20120704152412,http://web.archive.org/web/20120704152412id_/http://allmedtests.com:80/45344/1064213-k-cup-drug-testing-cup-5-panel,200,unknown,0,0,0,0,,
https://allmedtests.com/45344/1064214-k-cup-7-panel-drug-testing-cup/,legacy_product,20120705072050,http://web.archive.org/web/20120705072050id_/http://allmedtests.com:80/45344/1064214-k-cup-7-panel-drug-testing-cup,200,unknown,0,0,0,0,,
https://allmedtests.com/45344/1064219-k-cup-drug-test-cup-for-10-drugs-of-abuse/,legacy_product,20120705072055,http://web.archive.org/web/20120705072055id_/http://allmedtests.com:80/45344/1064219-k-cup-drug-test-cup-for-10-drugs-of-abuse,200,unknown,0,0,0,0,,
https://allmedtests.com/45344/1880-multi-drug-screen-test-kit-cup/,legacy_product,20120704140148,http://web.archive.org/web/20120704140148id_/http://allmedtests.com:80/45344/1880-multi-drug-screen-test-kit-cup,200,unknown,0,0,0,0,,
https://allmedtests.com/45344/2158-5-panel-urine-drug-test-ez-split-cup-with-adulteration-test/,legacy_product,20120704140153,http://web.archive.org/web/20120704140153id_/http://allmedtests.com:80/45344/2158-5-panel-urine-drug-test-ez-split-cup-with-adulteration-test,200,unknown,0,0,0,0,,
https://allmedtests.com/45344/933944-11-panel-drug-test-cup-qtest-clia/,legacy_product,20120705072110,http://web.archive.org/web/20120705072110id_/http://allmedtests.com:80/45344/933944-11-panel-drug-test-cup-qtest-clia,200,unknown,0,0,0,0,,
https://allmedtests.com/45345-saliva-drug-tests/,legacy_product,20120701000348,http://web.archive.org/web/20120701000348id_/http://allmedtests.com:80/45345-saliva-drug-tests,200,unknown,0,0,0,0,,
https://allmedtests.com/5016-opiate-her-mor-detox-kits/,legacy_product,20120926172223,http://web.archive.org/web/20120926172223id_/http://allmedtests.com:80/5016-opiate-her-mor-detox-kits,200,unknown,0,0,0,0,,
https://allmedtests.com/588-cocaine-coc-detox-kits/,legacy_product,20120927063800,http://web.archive.org/web/20120927063800id_/http://allmedtests.com:80/588-cocaine-coc-detox-kits,200,unknown,0,0,0,0,,
https://allmedtests.com/72-drug-test-dips-multi-panels/,legacy_product,20120629093153,http://web.archive.org/web/20120629093153id_/http://allmedtests.com:80/72-drug-test-dips-multi-panels,200,unknown,0,0,0,0,,
https://allmedtests.com/72/1061430-12-drug-test-kit/,legacy_product,20120704192157,http://web.archive.org/web/20120704192157id_/http://allmedtests.com:80/72/1061430-12-drug-test-kit,200,unknown,0,0,0,0,,
https://allmedtests.com/72/1061431-adulteration-tests-25-in-cannister/,legacy_product,20120704192039,http://web.archive.org/web/20120704192039id_/http://allmedtests.com:80/72/1061431-adulteration-tests-25-in-cannister,200,unknown,0,0,0,0,,
https://allmedtests.com/72/1730-5-panel-multi-drug-urine-test-kit-thc-coc-amp-opi-pcp/,legacy_product,20120704140158,http://web.archive.org/web/20120704140158id_/http://allmedtests.com:80/72/1730-5-panel-multi-drug-urine-test-kit-thc-coc-amp-opi-pcp,200,unknown,0,0,0,0,,
https://allmedtests.com/72/1732-drug-test-3-panel-screen-urine-kit-thc-coc-opi/,legacy_product,20120704192524,http://web.archive.org/web/20120704192524id_/http://allmedtests.com:80/72/1732-drug-test-3-panel-screen-urine-kit-thc-coc-opi,200,unknown,0,0,0,0,,
https://allmedtests.com/72/1757-10-panel-multi-drug-urine-test-kit/,legacy_product,20120704140943,http://web.archive.org/web/20120704140943id_/http://allmedtests.com:80/72/1757-10-panel-multi-drug-urine-test-kit,200,unknown,0,0,0,0,,
https://allmedtests.com/72/1758-5-panel-multi-drug-urine-test-kit-thc-coc-met-opi-amp/,legacy_product,20120704140948,http://web.archive.org/web/20120704140948id_/http://allmedtests.com:80/72/1758-5-panel-multi-drug-urine-test-kit-thc-coc-met-opi-amp,200,unknown,0,0,0,0,,
https://allmedtests.com/72/1759-6-panel-urine-multi-drug-test-kit-coc-amp-m-amp-thc-opi-bzd/,legacy_product,20120704140203,http://web.archive.org/web/20120704140203id_/http://allmedtests.com:80/72/1759-6-panel-urine-multi-drug-test-kit-coc-amp-m-amp-thc-opi-bzd,200,unknown,0,0,0,0,,
https://allmedtests.com/72/1799-drug-test-kit-2-panel-screen-urine-thc-cocaine/,legacy_product,20120704192917,http://web.archive.org/web/20120704192917id_/http://allmedtests.com:80/72/1799-drug-test-kit-2-panel-screen-urine-thc-cocaine,200,unknown,0,0,0,0,,
https://allmedtests.com/72/1853-specimen-collection-cups-105ml/,legacy_product,20120704140209,http://web.archive.org/web/20120704140209id_/http://allmedtests.com:80/72/1853-specimen-collection-cups-105ml,200,unknown,0,0,0,0,,
https://allmedtests.com/72/1861-drug-test-kit-2-panel-screen-urine-thc-meth/,legacy_product,20120704190959,http://web.archive.org/web/20120704190959id_/http://allmedtests.com:80/72/1861-drug-test-kit-2-panel-screen-urine-thc-meth,200,unknown,0,0,0,0,,
https://allmedtests.com/72/1862-xalex-complete-employer-s-drug-test-kit/,legacy_product,20120704192930,http://web.archive.org/web/20120704192930id_/http://allmedtests.com:80/72/1862-xalex-complete-employer-s-drug-test-kit,200,unknown,0,0,0,0,,
https://allmedtests.com/72/1871-adulteration-urine-drug-test/,legacy_product,20120704140953,http://web.archive.org/web/20120704140953id_/http://allmedtests.com:80/72/1871-adulteration-urine-drug-test,200,unknown,0,0,0,0,,
https://allmedtests.com/72/1872-specimen-collection-cup-with-thermometer/,legacy_product,20120704192044,http://web.archive.org/web/20120704192044id_/http://allmedtests.com:80/72/1872-specimen-collection-cup-with-thermometer,200,unknown,0,0,0,0,,
https://allmedtests.com/72/1874-drug-test-3-panel-screen-urine-kit-thc-coc-met/,legacy_product,20120704192049,http://web.archive.org/web/20120704192049id_/http://allmedtests.com:80/72/1874-drug-test-3-panel-screen-urine-kit-thc-coc-met,200,unknown,0,0,0,0,,
https://allmedtests.com/72/1883-9-panel-drug-urine-test/,legacy_product,20120704193007,http://web.archive.org/web/20120704193007id_/http://allmedtests.com:80/72/1883-9-panel-drug-urine-test,200,unknown,0,0,0,0,,
https://allmedtests.com/72/1884-multi-line-5-drug-urine-screen-test/,legacy_product,20120704192202,http://web.archive.org/web/20120704192202id_/http://allmedtests.com:80/72/1884-multi-line-5-drug-urine-screen-test,200,unknown,0,0,0,0,,
https://allmedtests.com/72/1885-multi-line-6-drug-urine-screen-test/,legacy_product,20120704192232,http://web.archive.org/web/20120704192232id_/http://allmedtests.com:80/72/1885-multi-line-6-drug-urine-screen-test,200,unknown,0,0,0,0,,
https://allmedtests.com/72/2159-employer-s-all-inclusive-drug-testing-pack/,legacy_product,20120704191010,http://web.archive.org/web/20120704191010id_/http://allmedtests.com:80/72/2159-employer-s-all-inclusive-drug-testing-pack,200,unknown,0,0,0,0,,
https://allmedtests.com/72/2161-latex-powder-free-exam-gloves-5-pairs/,legacy_product,20120704192125,http://web.archive.org/web/20120704192125id_/http://allmedtests.com:80/72/2161-latex-powder-free-exam-gloves-5-pairs,200,unknown,0,0,0,0,,
https://allmedtests.com/73-pregnancy-tests/,legacy_product,20120701000312,http://web.archive.org/web/20120701000312id_/http://allmedtests.com:80/73-pregnancy-tests,200,unknown,0,0,0,0,,
https://allmedtests.com/73/1138029-uti-urinary-tract-infection-3-tests-in-box/,legacy_product,20120626130741,http://web.archive.org/web/20120626130741id_/http://allmedtests.com:80/73/1138029-uti-urinary-tract-infection-3-tests-in-box,200,unknown,0,0,0,0,,
https://allmedtests.com/73/1737-hcg-midstream-pregnancy-tests-pack-of-five/,legacy_product,20120704140958,http://web.archive.org/web/20120704140958id_/http://allmedtests.com:80/73/1737-hcg-midstream-pregnancy-tests-pack-of-five,200,unknown,0,0,0,0,,
https://allmedtests.com/73/2142-hcg-midstream-pregnancy-tests-pack-of-ten/,legacy_product,20120704141004,http://web.archive.org/web/20120704141004id_/http://allmedtests.com:80/73/2142-hcg-midstream-pregnancy-tests-pack-of-ten,200,unknown,0,0,0,0,,
https://allmedtests.com/74-ovulation-tests/,legacy_product,20120701000442,http://web.archive.org/web/20120701000442id_/http://allmedtests.com:80/74-ovulation-tests,200,unknown,0,0,0,0,,
https://allmedtests.com/74/1772-ovulation-test-strips-pack-of-ten-10/,legacy_product,20120704141009,http://web.archive.org/web/20120704141009id_/http://allmedtests.com:80/74/1772-ovulation-test-strips-pack-of-ten-10,200,unknown,0,0,0,0,,
https://allmedtests.com/74/1786-digital-basal-thermometer-lifeaid/,legacy_product,20120704141014,http://web.archive.org/web/20120704141014id_/http://allmedtests.com:80/74/1786-digital-basal-thermometer-lifeaid,200,unknown,0,0,0,0,,
https://allmedtests.com/74/2146-qtest-saliva-biotester-ovulation-prediction-test/,legacy_product,20120704141019,http://web.archive.org/web/20120704141019id_/http://allmedtests.com:80/74/2146-qtest-saliva-biotester-ovulation-prediction-test,200,unknown,0,0,0,0,,
https://allmedtests.com/75-alcohol-tests/,legacy_product,20120629093158,http://web.archive.org/web/20120629093158id_/http://allmedtests.com:80/75-alcohol-tests,200,unknown,0,0,0,0,,
https://allmedtests.com/75/1064210-alcomate-prestige-al-6000-full-kit/,legacy_product,20120704140213,http://web.archive.org/web/20120704140213id_/http://allmedtests.com:80/75/1064210-alcomate-prestige-al-6000-full-kit,200,unknown,0,0,0,0,,
https://allmedtests.com/75/1763-alcohol-saliva-test-dot-approved/,legacy_product,20120704140218,http://web.archive.org/web/20120704140218id_/http://allmedtests.com:80/75/1763-alcohol-saliva-test-dot-approved,200,unknown,0,0,0,0,,
https://allmedtests.com/75/1764-alcohol-saliva-screen-test/,legacy_product,20120704141039,http://web.archive.org/web/20120704141039id_/http://allmedtests.com:80/75/1764-alcohol-saliva-screen-test,200,unknown,0,0,0,0,,
https://allmedtests.com/77-forensic-tests/,legacy_product,20120629093203,http://web.archive.org/web/20120629093203id_/http://allmedtests.com:80/77-forensic-tests,200,unknown,0,0,0,0,,
https://allmedtests.com/77/1064220-meth-substance-methamphetamine-surface-drug-testing/,legacy_product,20120704152417,http://web.archive.org/web/20120704152417id_/http://allmedtests.com:80/77/1064220-meth-substance-methamphetamine-surface-drug-testing,200,unknown,0,0,0,0,,
https://allmedtests.com/77/1728-detect-now-for-marijuana-drug-test/,legacy_product,20120705131219,http://web.archive.org/web/20120705131219id_/http://allmedtests.com:80/77/1728-detect-now-for-marijuana-drug-test,200,unknown,0,0,0,0,,
https://allmedtests.com/77/1756-detect-now-spray-cocaine-crack-drug-test/,legacy_product,20120705131228,http://web.archive.org/web/20120705131228id_/http://allmedtests.com:80/77/1756-detect-now-spray-cocaine-crack-drug-test,200,unknown,0,0,0,0,,
https://allmedtests.com/77/1801-drug-detection-spray-kit-for-thc-coc-meth-opi-20-tests/,legacy_product,20120704152422,http://web.archive.org/web/20120704152422id_/http://allmedtests.com:80/77/1801-drug-detection-spray-kit-for-thc-coc-meth-opi-20-tests,200,unknown,0,0,0,0,,
https://allmedtests.com/77/1803-expray-explosives-detection-identification-field-test-kit-100-tests/,legacy_product,20120704152427,http://web.archive.org/web/20120704152427id_/http://allmedtests.com:80/77/1803-expray-explosives-detection-identification-field-test-kit-100-tests,200,unknown,0,0,0,0,,
https://allmedtests.com/77/1886-multi-drug-spray-test-100-tests/,legacy_product,20120704152432,http://web.archive.org/web/20120704152432id_/http://allmedtests.com:80/77/1886-multi-drug-spray-test-100-tests,200,unknown,0,0,0,0,,
https://allmedtests.com/77/2149-dropex-plus-explosives-detection-field-test-kit/,legacy_product,20120705131525,http://web.archive.org/web/20120705131525id_/http://allmedtests.com:80/77/2149-dropex-plus-explosives-detection-field-test-kit,200,unknown,0,0,0,0,,
https://allmedtests.com/77/2150-expray-explosive-detection-50-test-kit-with-spray-explosives-detection-technology/,legacy_product,20120705131234,http://web.archive.org/web/20120705131234id_/http://allmedtests.com:80/77/2150-expray-explosive-detection-50-test-kit-with-spray-explosives-detection-technology,200,unknown,0,0,0,0,,
https://allmedtests.com/77/2151-see-through-transparency-spray/,legacy_product,20120704152437,http://web.archive.org/web/20120704152437id_/http://allmedtests.com:80/77/2151-see-through-transparency-spray,200,unknown,0,0,0,0,,
https://allmedtests.com/77/933946-infidelity-home-test-kit-checkmate/,legacy_product,20120704152443,http://web.archive.org/web/20120704152443id_/http://allmedtests.com:80/77/933946-infidelity-home-test-kit-checkmate,200,unknown,0,0,0,0,,
https://allmedtests.com/81-disease-tests/,legacy_product,20120629093209,http://web.archive.org/web/20120629093209id_/http://allmedtests.com:80/81-disease-tests,200,unknown,0,0,0,0,,
https://allmedtests.com/81/1064212-strep-a-test-strips-25-bx/,legacy_product,20120629093223,http://web.archive.org/web/20120629093223id_/http://allmedtests.com:80/81/1064212-strep-a-test-strips-25-bx,200,unknown,0,0,0,0,,
https://allmedtests.com/81/7901-the-home-access-hiv-1-test-kit-system/,legacy_product,20120704140224,http://web.archive.org/web/20120704140224id_/http://allmedtests.com:80/81/7901-the-home-access-hiv-1-test-kit-system,200,unknown,0,0,0,0,,
https://allmedtests.com/87-detox-kits/,legacy_product,20120926172229,http://web.archive.org/web/20120926172229id_/http://allmedtests.com:80/87-detox-kits,200,unknown,0,0,0,0,,
https://allmedtests.com/88-hair-drug-test-detox-products/,legacy_product,20120926172234,http://web.archive.org/web/20120926172234id_/http://allmedtests.com:80/88-hair-drug-test-detox-products,200,unknown,0,0,0,0,,
https://allmedtests.com/90-urine-drug-test-detox-drinks/,legacy_product,20120924052143,http://web.archive.org/web/20120924052143id_/http://allmedtests.com:80/90-urine-drug-test-detox-drinks,200,unknown,0,0,0,0,,
https://allmedtests.com/90/1136384-ultra-mask-one-hour-cleansing-formula-exotic-punch-flavor/,legacy_product,20120927063805,http://web.archive.org/web/20120927063805id_/http://allmedtests.com:80/90/1136384-ultra-mask-one-hour-cleansing-formula-exotic-punch-flavor,200,unknown,0,0,0,0,,
https://allmedtests.com/90/13594-solution-4x/,legacy_product,20120926001834,http://web.archive.org/web/20120926001834id_/http://allmedtests.com:80/90/13594-solution-4x,200,unknown,0,0,0,0,,
https://allmedtests.com/90/13595-vale-solution-orange-flavor/,legacy_product,20120926172239,http://web.archive.org/web/20120926172239id_/http://allmedtests.com:80/90/13595-vale-solution-orange-flavor,200,unknown,0,0,0,0,,
https://allmedtests.com/90/13596-vale-solution-tropical-punch-flavor/,legacy_product,20120927063811,http://web.archive.org/web/20120927063811id_/http://allmedtests.com:80/90/13596-vale-solution-tropical-punch-flavor,200,unknown,0,0,0,0,,
https://allmedtests.com/90/2693-qcarbo-plus-with-booster-strawberry-mango-flavor/,legacy_product,20120924052230,http://web.archive.org/web/20120924052230id_/http://allmedtests.com:80/90/2693-qcarbo-plus-with-booster-strawberry-mango-flavor,200,unknown,0,0,0,0,,
